media_name,o2,glucose,acetate,po_ratio,growth_rate,oxygen_flux,uptake,co2,organic_c,biomass,co2_norm,organic_c_norm,biomass_norm,cue,gge,bge
"Acetate 8mM, Glucose 4mM",10,3.333,20,"(5, 1)",0.28167339232069616,-10.0,23.533341116979713,11.450191384576703,0.016920359000849143,12.06622937340216,0.4865518809105772,0.0007189951871577135,0.5127291239022651,0.5134481190894228,0.5127291239022651,0.5130980389227906
"Acetate 8mM, Glucose 4mM",20,3.333,20,"(1, 1)",0.38593775455135676,-20.0,41.67360973871478,17.563659519226114,7.577279412682652,16.532670806806014,0.4214575994099565,0.18182440782525638,0.39671799276478714,0.5785424005900435,0.39671799276478714,0.4848812364474168
"Acetate 8mM, Glucose 4mM",20,3.333,20,"(2, 1)",0.38593775455135676,-20.0,41.67360973871478,17.563659519226114,7.577279412682652,16.532670806806014,0.4214575994099565,0.18182440782525638,0.39671799276478714,0.5785424005900435,0.39671799276478714,0.4848812364474168
"Acetate 8mM, Glucose 4mM",20,3.333,20,"(3, 1)",0.38593775455135676,-20.0,41.67360973871478,17.563659519226114,7.577279412682652,16.532670806806014,0.4214575994099565,0.18182440782525638,0.39671799276478714,0.5785424005900435,0.39671799276478714,0.4848812364474168
"Acetate 8mM, Glucose 4mM",20,3.333,20,"(4, 1)",0.38593775455135676,-20.0,41.67360973871478,17.563659519226114,7.577279412682652,16.532670806806014,0.4214575994099565,0.18182440782525638,0.39671799276478714,0.5785424005900435,0.39671799276478714,0.4848812364474168
"Acetate 8mM, Glucose 4mM",20,3.333,20,"(5, 1)",0.38593775455135676,-20.0,41.67360973871478,17.563659519226114,7.577279412682652,16.532670806806014,0.4214575994099565,0.18182440782525638,0.39671799276478714,0.5785424005900435,0.39671799276478714,0.4848812364474168
"Acetate 8mM, Glucose 4mM",30,3.333,20,"(1, 1)",0.48022753681179026,-29.772049161693,59.998000000000005,23.483291100624644,15.942884337428563,20.5718245619468,0.3914012317181346,0.26572359641035637,0.34287517187150907,0.6085987682818654,0.34287517187150895,0.46695654415054255
"Acetate 8mM, Glucose 4mM",30,3.333,20,"(2, 1)",0.48022753681179026,-29.772049161693,59.998000000000005,23.483291100624644,15.942884337428563,20.5718245619468,0.3914012317181346,0.26572359641035637,0.34287517187150907,0.6085987682818654,0.34287517187150895,0.46695654415054255
"Acetate 8mM, Glucose 4mM",30,3.333,20,"(3, 1)",0.48022753681179026,-29.772049161693,59.998000000000005,23.483291100624644,15.942884337428563,20.5718245619468,0.3914012317181346,0.26572359641035637,0.34287517187150907,0.6085987682818654,0.34287517187150895,0.46695654415054255
"Acetate 8mM, Glucose 4mM",30,3.333,20,"(4, 1)",0.48022753681179026,-29.772049161693,59.998000000000005,23.483291100624644,15.942884337428563,20.5718245619468,0.3914012317181346,0.26572359641035637,0.34287517187150907,0.6085987682818654,0.34287517187150895,0.46695654415054255
"Acetate 8mM, Glucose 4mM",30,3.333,20,"(5, 1)",0.48022753681179026,-29.772049161693,59.998000000000005,23.483291100624644,15.942884337428563,20.5718245619468,0.3914012317181346,0.26572359641035637,0.34287517187150907,0.6085987682818654,0.34287517187150895,0.46695654415054255
"Acetate 8mM, Glucose 4mM",1000,3.333,20,"(1, 1)",0.4802275368114618,-29.77204916170513,59.998000000000005,23.48329110062497,15.942884337428659,20.57182456194638,0.39140123171814006,0.265723596410358,0.342875171871502,0.6085987682818599,0.34287517187150185,0.46695654415053395
"Acetate 8mM, Glucose 4mM",1000,3.333,20,"(2, 1)",0.4802275368114618,-29.77204916170513,59.998000000000005,23.48329110062497,15.942884337428659,20.57182456194638,0.39140123171814006,0.265723596410358,0.342875171871502,0.6085987682818599,0.34287517187150185,0.46695654415053395
"Acetate 8mM, Glucose 4mM",1000,3.333,20,"(3, 1)",0.4802275368114618,-29.77204916170513,59.998000000000005,23.48329110062497,15.942884337428659,20.57182456194638,0.39140123171814006,0.265723596410358,0.342875171871502,0.6085987682818599,0.34287517187150185,0.46695654415053395
"Acetate 8mM, Glucose 4mM",1000,3.333,20,"(4, 1)",0.4802275368114618,-29.77204916170513,59.998000000000005,23.48329110062497,15.942884337428659,20.57182456194638,0.39140123171814006,0.265723596410358,0.342875171871502,0.6085987682818599,0.34287517187150185,0.46695654415053395
